0	0.6604663 0.79958886 0.70213974 0.51131207
0	0.7949963 0.8741684 0.6611035 0.5566416
0	0.8101169 0.74038434 0.71589804 0.5477639
0	0.8568889 0.5931962 0.5627734 0.34850973
0	0.46213618 0.63455194 0.48782086 0.6142634
0	0.82064664 0.7557352 0.6930409 0.5335831
0	0.8419606 0.841141 0.7464643 0.5747813
0	0.7643253 0.86391246 0.66665214 0.6317113
0	0.90428543 0.78199244 0.72184026 0.5023983
0	0.7673748 0.75761837 0.57672226 0.5255366
0	0.7960959 0.6473255 0.57941425 0.32568595
0	0.86401665 0.75053006 0.5672835 0.43237734
0	0.75211453 0.7526545 0.536338 0.4859931
0	0.7865527 0.80981064 0.73823 0.63654935
0	0.7682376 0.6982737 0.5502597 0.4438039
0	0.7688166 0.7487978 0.7063117 0.6050009
0	0.8404862 0.8253583 0.5719056 0.55396587
0	0.9141203 0.6697726 0.53146344 0.35688195
0	0.825273 0.69060594 0.5047 0.426246
0	0.8656305 0.67474216 0.6446786 0.4834043
0	0.75441754 0.6642445 0.5561952 0.43220532
0	0.87600183 0.6988945 0.56833375 0.4259523
0	0.47910252 0.66082513 0.64442354 0.4694445
0	0.74591607 0.76641536 0.5359842 0.36025426
0	0.8306969 0.6421657 0.58106893 0.49570504
0	0.8118817 0.80677855 0.6618433 0.6071635
0	0.83658016 0.72332436 0.541876 0.3551056
0	0.8280033 0.7316461 0.6107854 0.45028627
0	0.796828 0.73763967 0.5550504 0.482239
0	0.7566052 0.7857089 0.6857711 0.571862
0	0.73143697 0.78533405 0.60861415 0.5651135
0	0.81582 0.86620235 0.6932971 0.6140273
0	0.83146703 0.824351 0.70886636 0.5591306
0	0.8575636 0.68840843 0.6711376 0.48322812
0	0.711129 0.6572276 0.59123534 0.5855906
0	0.7835293 0.5426459 0.41705835 0.23493767
0	0.7767718 0.7221916 0.6989778 0.56546587
0	0.84077543 0.8557217 0.6793859 0.4736695
0	0.8603674 0.7663842 0.6182011 0.44827792
0	0.85406995 0.75451404 0.6470683 0.47881207
0	0.81089276 0.61772966 0.5157567 0.44217396
0	0.8606667 0.62922084 0.4837989 0.4791659
0	0.83254653 0.6823127 0.7152071 0.4992486
0	0.79673076 0.795753 0.6649145 0.60329574
0	0.5887878 0.6000293 0.6046651 0.40167052
0	0.8845834 0.80605525 0.5984481 0.44335124
0	0.834754 0.56747735 0.42940685 0.28996238
0	0.8333645 0.8188971 0.6844757 0.5350719
0	0.79027957 0.79670125 0.60247445 0.58558756
0	0.843604 0.71993876 0.6771717 0.51939744
0	0.7234966 0.8849931 0.46436605 0.36402395
0	0.8914178 0.735781 0.58140814 0.45960608
0	0.86437625 0.8138172 0.7055492 0.5917325
0	0.7110482 0.76712006 0.6046615 0.48817104
0	0.8212014 0.7021517 0.47108844 0.32753444
0	0.6522652 0.51590616 0.5543046 0.44379136
0	0.8280839 0.8701222 0.6118578 0.44275412
0	0.84262246 0.78417295 0.6966325 0.43511173
0	0.6472443 0.61133504 0.53652364 0.4828048
0	0.79206085 0.68403995 0.6590771 0.5551566
0	0.86405534 0.6530469 0.5224448 0.5120797
0	0.7487794 0.81598866 0.65170324 0.5690023
0	0.80770725 0.62009895 0.4322645 0.26521498
0	0.76999575 0.6541024 0.5698265 0.43566683
0	0.8812141 0.7878655 0.6783981 0.5292873
0	0.7408135 0.5776455 0.51701385 0.34943876
0	0.8292283 0.60888946 0.46357566 0.3109351
0	0.7313158 0.78169036 0.6291903 0.50030994
0	0.84667754 0.666769 0.56880534 0.40651238
0	0.86470187 0.84211695 0.6548214 0.47326967
0	0.6953043 0.66211486 0.56424344 0.3866114
0	0.8860508 0.7848252 0.6143584 0.41800967
0	0.84399915 0.8457471 0.63874066 0.5081065
0	0.81275946 0.7564943 0.6711184 0.5888434
0	0.78515756 0.81199926 0.7389193 0.56894547
0	0.88079935 0.77949584 0.55607367 0.5173843
0	0.73443496 0.7535993 0.6656132 0.4765184
0	0.7128513 0.7024318 0.63059175 0.5543945
0	0.8388826 0.83604646 0.66004705 0.48068652
0	0.7871474 0.7875467 0.49400598 0.44449738
0	0.8372474 0.68459004 0.63650286 0.42974785
0	0.9196282 0.7676129 0.68029934 0.47866255
0	0.8868488 0.6555688 0.5604946 0.36220902
0	0.72655076 0.7816224 0.7274943 0.66134983
0	0.8519841 0.7777485 0.68243206 0.4781043
0	0.7978705 0.8246406 0.70543545 0.49400944
0	0.7284716 0.63434607 0.5479281 0.37897125
0	0.7608974 0.8046532 0.658809 0.60092
0	0.8564578 0.7591333 0.64123267 0.5254182
0	0.66435987 0.6810461 0.58068496 0.57540447
0	0.84313 0.79059935 0.60371035 0.5150374
0	0.88681877 0.73736304 0.7202946 0.5566919
0	0.7737023 0.7026182 0.7461763 0.6303511
0	0.7871851 0.81565005 0.5068116 0.52299136
0	0.6664245 0.69040006 0.57082826 0.49253103
0	0.66569185 0.6624796 0.5876915 0.33691385
0	0.83041036 0.7704091 0.61057025 0.45900276
0	0.8598602 0.72601295 0.5375869 0.41756806
0	0.82647294 0.82828283 0.718131 0.58657366
0	0.80393255 0.76281345 0.4808587 0.30653355
