0	0.79414314 0.57754457 0.5204735 0.4265854
0	0.8035471 0.41040504 0.548336 0.35395217
0	0.8767265 0.5713846 0.5276791 0.48865545
0	0.75744843 0.6016763 0.5966903 0.66404194
0	0.7262886 0.46974546 0.57462454 0.45322806
0	0.65758944 0.30201674 0.6924364 0.40583736
0	0.7963071 0.45256844 0.5659589 0.45142284
0	0.7541124 0.5413349 0.6047275 0.55752254
0	0.84247494 0.6245069 0.5854815 0.54079336
0	0.8616471 0.56724674 0.5876512 0.5591072
0	0.6850375 0.4379343 0.59524894 0.55537117
0	0.8216671 0.46248862 0.61118555 0.5778601
0	0.84467787 0.42870304 0.4670763 0.35631365
0	0.6358197 0.5449272 0.5795858 0.56153184
0	0.72366095 0.5410431 0.6253811 0.5226778
0	0.6785567 0.48897055 0.5682344 0.5110565
0	0.6604239 0.6094628 0.5588924 0.6575696
0	0.70295674 0.49529722 0.6080111 0.6141528
0	0.73654515 0.5237817 0.6276017 0.6522727
0	0.6790319 0.50454 0.5112784 0.5835212
0	0.82100576 0.4459188 0.59216535 0.537933
0	0.8684577 0.49031582 0.56180406 0.50051016
0	0.754177 0.41322172 0.6556079 0.5514248
0	0.89755166 0.50051504 0.5961164 0.5155795
0	0.7660996 0.5363678 0.56217325 0.54271626
0	0.88298225 0.51894945 0.60152507 0.56619793
0	0.78628993 0.5487498 0.5656627 0.4953487
0	0.8928345 0.6032651 0.48171812 0.47190967
0	0.6943173 0.51259875 0.6090691 0.5397749
0	0.64928764 0.2964809 0.47061962 0.4801407
0	0.65133643 0.4872984 0.54015964 0.5893937
0	0.63783616 0.468657 0.52239764 0.49766675
0	0.84743166 0.53300345 0.48809254 0.4162965
0	0.91435575 0.54977834 0.5239551 0.56687915
0	0.73735386 0.5383302 0.57192206 0.5274089
0	0.797004 0.57847667 0.5654715 0.5912132
0	0.77238715 0.5313441 0.6127098 0.5264864
0	0.81675607 0.55810994 0.64212483 0.638983
0	0.8917869 0.48809057 0.5340115 0.4360516
0	0.8130846 0.56094265 0.5936853 0.41987756
0	0.7335872 0.50060695 0.4301213 0.44069526
0	0.8188247 0.47490683 0.4694197 0.39542285
0	0.7407482 0.42823482 0.48204616 0.5799582
0	0.6458441 0.50986266 0.54383016 0.531766
0	0.55277187 0.39694807 0.534347 0.46098116
0	0.8217343 0.6008592 0.49458268 0.5086238
0	0.865123 0.45749915 0.5189079 0.50687855
0	0.7171937 0.51564354 0.49670544 0.34572682
0	0.7502768 0.55582994 0.6523915 0.59208286
0	0.85868645 0.47926885 0.6330643 0.45263448
0	0.78901356 0.5073593 0.6859537 0.5862018
0	0.7808432 0.52674663 0.5853734 0.59344673
0	0.74403435 0.5372255 0.5492564 0.6060439
0	0.81426173 0.51072866 0.59581476 0.54527265
0	0.50279844 0.41129056 0.5719102 0.5644103
0	0.7757617 0.5524626 0.6083019 0.50419635
0	0.63722366 0.42792213 0.54942125 0.42770252
0	0.6906341 0.6254864 0.59631324 0.5559287
0	0.8249402 0.49224716 0.6213677 0.5328328
0	0.66313535 0.53101236 0.60885274 0.59511626
0	0.80066633 0.41876647 0.57569873 0.4600989
0	0.82476246 0.2793407 0.42079452 0.3014092
